sk_produto,id_produto_original,valor_produto,data_inicio_validade,data_fim_validade,flag_ativo
7755,P027,1038.74,2025-02-26,2025-02-27 00:00:00,False
7756,P018,287.35,2025-02-26,2025-02-27 00:00:00,False
7757,P046,423.53,2025-02-26,2025-02-26 00:00:00,False
7758,P013,652.86,2025-02-26,2025-02-27 00:00:00,False
7759,P031,825.26,2025-02-26,2025-02-27 00:00:00,False
7760,P025,3044.1,2025-02-26,2025-02-26 00:00:00,False
7761,P025,279.93,2025-02-26,2025-02-26 00:00:00,False
7762,P025,2846.91,2025-02-26,2025-02-27 00:00:00,False
7763,P038,332.67,2025-02-26,2025-02-27 00:00:00,False
7764,P045,2849.06,2025-02-26,2025-02-27 00:00:00,False
7765,P044,2853.34,2025-02-26,2025-02-27 00:00:00,False
7766,P015,452.66,2025-02-26,2025-02-26 00:00:00,False
7767,P012,3051.1,2025-02-26,2025-02-27 00:00:00,False
7768,P046,530.77,2025-02-26,2025-02-27 00:00:00,False
7769,P037,325.4,2025-02-26,2025-02-27 00:00:00,False
7770,P049,3222.0,2025-02-26,2025-02-27 00:00:00,False
7771,P015,489.56,2025-02-26,2025-02-28 00:00:00,False
7772,P025,355.76,2025-02-27,2025-02-27 00:00:00,False
7773,P002,471.42,2025-02-27,2025-02-27 00:00:00,False
7774,P022,360.44,2025-02-27,2025-02-27 00:00:00,False
7775,P012,4149.47,2025-02-27,2025-02-28 00:00:00,False
7776,P016,240.48,2025-02-27,2025-02-27 00:00:00,False
7777,P020,2752.68,2025-02-27,2025-02-27 00:00:00,False
7778,P024,390.93,2025-02-27,2025-02-27 00:00:00,False
7779,P007,379.28,2025-02-27,2025-02-27 00:00:00,False
7780,P016,394.25,2025-02-27,2025-02-27 00:00:00,False
7781,P016,282.79,2025-02-27,2025-02-27 00:00:00,False
7782,P039,3145.07,2025-02-27,2025-02-27 00:00:00,False
7783,P049,555.58,2025-02-27,2025-02-27 00:00:00,False
7784,P026,2277.1,2025-02-27,2025-02-27 00:00:00,False
7785,P020,1737.44,2025-02-27,2025-02-27 00:00:00,False
7786,P040,3406.1,2025-02-27,2025-02-27 00:00:00,False
7787,P027,1292.18,2025-02-27,2025-02-27 00:00:00,False
7788,P020,1782.82,2025-02-27,2025-02-27 00:00:00,False
7789,P048,2693.04,2025-02-27,2025-02-27 00:00:00,False
7790,P024,27.13,2025-02-27,2025-02-27 00:00:00,False
7791,P014,2984.13,2025-02-27,2025-02-27 00:00:00,False
7792,P042,2686.66,2025-02-27,2025-02-27 00:00:00,False
7793,P028,60.56,2025-02-27,2025-02-27 00:00:00,False
7794,P038,1928.14,2025-02-27,2025-02-27 00:00:00,False
7795,P020,2632.09,2025-02-27,2025-02-28 00:00:00,False
7796,P047,197.37,2025-02-27,2025-02-27 00:00:00,False
7797,P010,615.51,2025-02-27,2025-02-27 00:00:00,False
7798,P036,387.11,2025-02-27,2025-02-28 00:00:00,False
7799,P047,147.87,2025-02-27,2025-02-27 00:00:00,False
7800,P031,2524.0,2025-02-27,2025-02-27 00:00:00,False
7801,P032,1874.49,2025-02-27,2025-02-27 00:00:00,False
7802,P031,331.74,2025-02-27,2025-02-27 00:00:00,False
7803,P034,3221.69,2025-02-27,2025-02-27 00:00:00,False
7804,P043,2549.46,2025-02-27,2025-02-27 00:00:00,False
7805,P035,328.76,2025-02-27,2025-02-27 00:00:00,False
7806,P024,401.21,2025-02-27,2025-03-02 00:00:00,False
7807,P030,32.54,2025-02-27,2025-02-27 00:00:00,False
7808,P006,2044.64,2025-02-27,2025-02-27 00:00:00,False
7809,P022,424.37,2025-02-27,2025-02-27 00:00:00,False
7810,P026,1476.29,2025-02-27,2025-02-27 00:00:00,False
7811,P049,465.06,2025-02-27,2025-02-27 00:00:00,False
7812,P028,391.8,2025-02-27,2025-02-27 00:00:00,False
7813,P030,3372.72,2025-02-27,2025-02-27 00:00:00,False
7814,P006,1334.43,2025-02-27,2025-02-28 00:00:00,False
7815,P001,3184.36,2025-02-27,2025-02-27 00:00:00,False
7816,P041,1811.08,2025-02-27,2025-02-27 00:00:00,False
7817,P009,2342.8,2025-02-27,2025-02-27 00:00:00,False
7818,P048,1392.67,2025-02-27,2025-02-27 00:00:00,False
7819,P007,41.95,2025-02-27,2025-02-27 00:00:00,False
7820,P025,195.34,2025-02-27,2025-02-27 00:00:00,False
7821,P016,2372.86,2025-02-27,2025-02-27 00:00:00,False
7822,P030,2944.36,2025-02-27,2025-02-28 00:00:00,False
7823,P011,309.26,2025-02-27,2025-02-28 00:00:00,False
7824,P044,1598.4,2025-02-27,2025-02-27 00:00:00,False
7825,P014,308.95,2025-02-27,2025-02-28 00:00:00,False
7826,P029,234.89,2025-02-27,2025-02-27 00:00:00,False
7827,P002,285.39,2025-02-27,2025-02-28 00:00:00,False
7828,P027,186.63,2025-02-27,2025-02-27 00:00:00,False
7829,P035,1411.89,2025-02-27,2025-02-27 00:00:00,False
7830,P025,321.98,2025-02-27,2025-02-27 00:00:00,False
7831,P023,464.1,2025-02-27,2025-02-27 00:00:00,False
7832,P004,3799.74,2025-02-27,2025-02-27 00:00:00,False
7833,P034,2974.13,2025-02-27,2025-02-27 00:00:00,False
7834,P025,2315.49,2025-02-27,2025-02-27 00:00:00,False
7835,P035,313.89,2025-02-27,2025-03-01 00:00:00,False
7836,P005,528.36,2025-02-27,2025-02-27 00:00:00,False
7837,P041,263.0,2025-02-27,2025-02-27 00:00:00,False
7838,P031,1.35,2025-02-27,2025-02-27 00:00:00,False
7839,P032,1732.59,2025-02-27,2025-02-27 00:00:00,False
7840,P027,1614.05,2025-02-27,2025-02-27 00:00:00,False
7841,P034,2426.59,2025-02-27,2025-02-27 00:00:00,False
7842,P027,1136.77,2025-02-27,2025-02-27 00:00:00,False
7843,P049,518.17,2025-02-27,2025-02-27 00:00:00,False
7844,P005,357.51,2025-02-27,2025-02-27 00:00:00,False
7845,P017,1479.55,2025-02-27,2025-02-27 00:00:00,False
7846,P019,2745.36,2025-02-27,2025-02-28 00:00:00,False
7847,P037,3788.72,2025-02-27,2025-02-27 00:00:00,False
7848,P045,2421.72,2025-02-27,2025-02-27 00:00:00,False
7849,P022,2089.72,2025-02-27,2025-02-27 00:00:00,False
7850,P009,2585.78,2025-02-27,2025-02-27 00:00:00,False
7851,P001,1527.22,2025-02-27,2025-02-27 00:00:00,False
7852,P013,366.42,2025-02-27,2025-02-27 00:00:00,False
7853,P029,235.75,2025-02-27,2025-02-28 00:00:00,False
7854,P025,2803.28,2025-02-27,2025-02-27 00:00:00,False
7855,P025,505.03,2025-02-27,2025-02-28 00:00:00,False
7856,P010,58.76,2025-02-27,2025-02-28 00:00:00,False
7857,P037,28.78,2025-02-27,2025-02-27 00:00:00,False
7858,P016,1517.82,2025-02-27,2025-02-27 00:00:00,False
7859,P017,2273.49,2025-02-27,2025-02-27 00:00:00,False
7860,P009,2884.44,2025-02-27,2025-02-28 00:00:00,False
7861,P001,1272.32,2025-02-27,2025-02-27 00:00:00,False
7862,P027,1656.97,2025-02-27,2025-02-27 00:00:00,False
7863,P034,2383.16,2025-02-27,2025-02-27 00:00:00,False
7864,P041,433.04,2025-02-27,2025-02-28 00:00:00,False
7865,P007,2830.79,2025-02-27,2025-03-01 00:00:00,False
7866,P033,971.53,2025-02-27,2025-02-27 00:00:00,False
7867,P004,755.58,2025-02-27,2025-02-27 00:00:00,False
7868,P045,2724.63,2025-02-27,2025-02-28 00:00:00,False
7869,P043,2463.79,2025-02-27,2025-02-28 00:00:00,False
7870,P026,2722.82,2025-02-27,2025-02-27 00:00:00,False
7871,P044,1402.8,2025-02-27,2025-02-27 00:00:00,False
7872,P033,1758.76,2025-02-27,2025-02-28 00:00:00,False
7873,P034,2320.11,2025-02-27,2025-02-27 00:00:00,False
7874,P022,2082.4,2025-02-27,2025-02-28 00:00:00,False
7875,P013,389.34,2025-02-27,2025-02-27 00:00:00,False
7876,P027,1331.25,2025-02-27,2025-02-27 00:00:00,False
7877,P046,2774.49,2025-02-27,2025-02-27 00:00:00,False
7878,P004,3102.06,2025-02-27,2025-02-28 00:00:00,False
7879,P013,310.98,2025-02-27,2025-02-27 00:00:00,False
7880,P049,296.27,2025-02-27,2025-02-28 00:00:00,False
7881,P047,299.28,2025-02-27,2025-02-28 00:00:00,False
7882,P038,3058.47,2025-02-27,2025-02-28 00:00:00,False
7883,P028,396.32,2025-02-27,2025-02-28 00:00:00,False
7884,P026,1812.77,2025-02-27,2025-02-28 00:00:00,False
7885,P005,421.19,2025-02-27,2025-02-28 00:00:00,False
7886,P042,232.07,2025-02-27,2025-02-28 00:00:00,False
7887,P017,2001.45,2025-02-27,2025-02-28 00:00:00,False
7888,P039,334.19,2025-02-27,2025-02-27 00:00:00,False
7889,P044,2953.77,2025-02-27,2025-03-01 00:00:00,False
7890,P050,331.25,2025-02-27,2025-02-27 00:00:00,False
7891,P031,2704.41,2025-02-27,2025-02-28 00:00:00,False
7892,P018,591.73,2025-02-27,2025-02-27 00:00:00,False
7893,P018,34.91,2025-02-27,2025-02-28 00:00:00,False
7894,P013,330.31,2025-02-27,2025-02-28 00:00:00,False
7895,P027,2244.86,2025-02-27,2025-02-28 00:00:00,False
7896,P046,378.2,2025-02-27,2025-02-28 00:00:00,False
7897,P039,3510.54,2025-02-27,2025-02-27 00:00:00,False
7898,P034,18.91,2025-02-27,2025-02-28 00:00:00,False
7899,P032,220.75,2025-02-27,2025-02-28 00:00:00,False
7900,P048,4398.03,2025-02-27,2025-02-28 00:00:00,False
7901,P023,465.95,2025-02-27,2025-02-28 00:00:00,False
7902,P039,377.7,2025-02-27,2025-02-28 00:00:00,False
7903,P037,5289.56,2025-02-27,2025-02-27 00:00:00,False
7904,P037,2471.83,2025-02-27,2025-02-28 00:00:00,False
7905,P016,1524.07,2025-02-27,2025-02-28 00:00:00,False
7906,P040,345.51,2025-02-27,2025-02-28 00:00:00,False
7907,P003,133.77,2025-02-27,2025-03-01 00:00:00,False
7908,P001,238.92,2025-02-27,2025-02-28 00:00:00,False
7909,P050,3031.16,2025-02-27,2025-02-28 00:00:00,False
7910,P030,363.15,2025-02-28,2025-02-28 00:00:00,False
7911,P047,3114.56,2025-02-28,2025-02-28 00:00:00,False
7912,P037,519.79,2025-02-28,2025-02-28 00:00:00,False
7913,P048,223.45,2025-02-28,2025-02-28 00:00:00,False
7914,P021,349.41,2025-02-28,2025-02-28 00:00:00,False
7915,P021,430.61,2025-02-28,2025-02-28 00:00:00,False
7916,P008,320.94,2025-02-28,2025-03-01 00:00:00,False
7917,P001,2282.42,2025-02-28,2025-02-28 00:00:00,False
7918,P046,586.0,2025-02-28,2025-02-28 00:00:00,False
7919,P023,434.31,2025-02-28,2025-02-28 00:00:00,False
7920,P025,2620.54,2025-02-28,2025-02-28 00:00:00,False
7921,P015,394.86,2025-02-28,2025-02-28 00:00:00,False
7922,P032,1599.83,2025-02-28,2025-02-28 00:00:00,False
7923,P019,348.93,2025-02-28,2025-02-28 00:00:00,False
7924,P018,330.58,2025-02-28,2025-02-28 00:00:00,False
7925,P042,1279.11,2025-02-28,2025-02-28 00:00:00,False
7926,P019,486.49,2025-02-28,2025-02-28 00:00:00,False
7927,P030,648.47,2025-02-28,2025-02-28 00:00:00,False
7928,P011,258.01,2025-02-28,2025-02-28 00:00:00,False
7929,P012,36.74,2025-02-28,2025-02-28 00:00:00,False
7930,P011,328.14,2025-02-28,2025-02-28 00:00:00,False
7931,P021,472.66,2025-02-28,2025-02-28 00:00:00,False
7932,P012,2740.95,2025-02-28,2025-02-28 00:00:00,False
7933,P030,477.55,2025-02-28,2025-02-28 00:00:00,False
7934,P037,609.95,2025-02-28,2025-02-28 00:00:00,False
7935,P022,204.26,2025-02-28,2025-03-01 00:00:00,False
7936,P030,474.48,2025-02-28,2025-02-28 00:00:00,False
7937,P034,267.96,2025-02-28,2025-02-28 00:00:00,False
7938,P031,126.18,2025-02-28,2025-02-28 00:00:00,False
7939,P014,3551.61,2025-02-28,2025-02-28 00:00:00,False
7940,P009,1636.26,2025-02-28,2025-02-28 00:00:00,False
7941,P020,427.85,2025-02-28,2025-02-28 00:00:00,False
7942,P048,167.97,2025-02-28,2025-02-28 00:00:00,False
7943,P045,1441.17,2025-02-28,2025-02-28 00:00:00,False
7944,P017,2129.92,2025-02-28,2025-02-28 00:00:00,False
7945,P011,3697.05,2025-02-28,2025-02-28 00:00:00,False
7946,P011,32.73,2025-02-28,2025-02-28 00:00:00,False
7947,P043,311.02,2025-02-28,2025-02-28 00:00:00,False
7948,P030,2370.06,2025-02-28,2025-03-01 00:00:00,False
7949,P036,3679.39,2025-02-28,2025-02-28 00:00:00,False
7950,P006,2236.16,2025-02-28,2025-02-28 00:00:00,False
7951,P001,326.36,2025-02-28,2025-02-28 00:00:00,False
7952,P004,606.96,2025-02-28,2025-02-28 00:00:00,False
7953,P040,326.69,2025-02-28,2025-02-28 00:00:00,False
7954,P041,1745.26,2025-02-28,2025-02-28 00:00:00,False
7955,P046,452.74,2025-02-28,2025-03-01 00:00:00,False
7956,P026,3162.94,2025-02-28,2025-02-28 00:00:00,False
7957,P019,335.22,2025-02-28,2025-02-28 00:00:00,False
7958,P049,2701.36,2025-02-28,2025-02-28 00:00:00,False
7959,P049,5045.1,2025-02-28,2025-02-28 00:00:00,False
7960,P049,437.22,2025-02-28,2025-02-28 00:00:00,False
7961,P038,36.13,2025-02-28,2025-02-28 00:00:00,False
7962,P021,300.25,2025-02-28,2025-02-28 00:00:00,False
7963,P027,951.54,2025-02-28,2025-02-28 00:00:00,False
7964,P033,2613.15,2025-02-28,2025-02-28 00:00:00,False
7965,P010,5418.76,2025-02-28,2025-02-28 00:00:00,False
7966,P031,1322.89,2025-02-28,2025-02-28 00:00:00,False
7967,P047,1418.66,2025-02-28,2025-02-28 00:00:00,False
7968,P019,4782.08,2025-02-28,2025-02-28 00:00:00,False
7969,P017,351.78,2025-02-28,2025-02-28 00:00:00,False
7970,P005,505.95,2025-02-28,2025-03-01 00:00:00,False
7971,P020,28.59,2025-02-28,2025-02-28 00:00:00,False
7972,P036,175.27,2025-02-28,2025-03-01 00:00:00,False
7973,P023,17.45,2025-02-28,2025-02-28 00:00:00,False
7974,P025,2958.41,2025-02-28,2025-02-28 00:00:00,False
7975,P021,417.57,2025-02-28,2025-02-28 00:00:00,False
7976,P013,535.08,2025-02-28,2025-03-01 00:00:00,False
7977,P002,2123.93,2025-02-28,2025-03-01 00:00:00,False
7978,P031,230.85,2025-02-28,2025-02-28 00:00:00,False
7979,P037,327.8,2025-02-28,2025-02-28 00:00:00,False
7980,P010,2901.64,2025-02-28,2025-02-28 00:00:00,False
7981,P019,233.18,2025-02-28,2025-02-28 00:00:00,False
7982,P004,389.69,2025-02-28,2025-03-01 00:00:00,False
7983,P019,1903.78,2025-02-28,2025-02-28 00:00:00,False
7984,P048,282.97,2025-02-28,2025-03-01 00:00:00,False
7985,P025,3293.68,2025-02-28,2025-02-28 00:00:00,False
7986,P027,1083.79,2025-02-28,2025-02-28 00:00:00,False
7987,P042,190.97,2025-02-28,2025-02-28 00:00:00,False
7988,P018,3519.46,2025-02-28,2025-03-01 00:00:00,False
7989,P012,349.5,2025-02-28,2025-02-28 00:00:00,False
7990,P029,111.98,2025-02-28,2025-03-01 00:00:00,False
7991,P016,2873.49,2025-02-28,2025-03-01 00:00:00,False
7992,P025,387.48,2025-02-28,2025-02-28 00:00:00,False
7993,P006,1282.47,2025-02-28,2025-03-01 00:00:00,False
7994,P014,2979.32,2025-02-28,2025-03-01 00:00:00,False
7995,P039,398.61,2025-02-28,2025-02-28 00:00:00,False
7996,P027,164.32,2025-02-28,2025-03-01 00:00:00,False
7997,P033,1083.37,2025-02-28,2025-02-28 00:00:00,False
7998,P033,1227.9,2025-02-28,2025-02-28 00:00:00,False
7999,P047,253.86,2025-02-28,2025-03-01 00:00:00,False
8000,P011,423.96,2025-02-28,2025-03-01 00:00:00,False
8001,P040,2786.35,2025-02-28,2025-03-01 00:00:00,False
8002,P031,1842.94,2025-02-28,2025-03-01 00:00:00,False
8003,P017,1723.5,2025-02-28,2025-03-01 00:00:00,False
8004,P039,4047.61,2025-02-28,2025-03-01 00:00:00,False
8005,P050,264.36,2025-02-28,2025-03-01 00:00:00,False
8006,P037,295.07,2025-02-28,2025-02-28 00:00:00,False
8007,P042,2750.5,2025-02-28,2025-03-01 00:00:00,False
8008,P034,164.56,2025-02-28,2025-02-28 00:00:00,False
8009,P038,2990.94,2025-02-28,2025-03-02 00:00:00,False
8010,P041,2219.14,2025-02-28,2025-03-01 00:00:00,False
8011,P025,353.98,2025-02-28,2025-02-28 00:00:00,False
8012,P033,1390.98,2025-02-28,2025-03-01 00:00:00,False
8013,P049,377.38,2025-02-28,2025-03-01 00:00:00,False
8014,P020,359.06,2025-02-28,2025-02-28 00:00:00,False
8015,P043,419.68,2025-02-28,2025-02-28 00:00:00,False
8016,P034,345.65,2025-02-28,2025-03-01 00:00:00,False
8017,P028,230.19,2025-02-28,2025-03-01 00:00:00,False
8018,P015,458.74,2025-02-28,2025-03-01 00:00:00,False
8019,P023,341.45,2025-02-28,2025-03-01 00:00:00,False
8020,P032,16.58,2025-02-28,2025-02-28 00:00:00,False
8021,P045,2664.77,2025-02-28,2025-03-02 00:00:00,False
8022,P001,136.19,2025-02-28,2025-02-28 00:00:00,False
8023,P025,325.14,2025-02-28,2025-03-01 00:00:00,False
8024,P020,315.49,2025-02-28,2025-03-02 00:00:00,False
8025,P032,1460.06,2025-02-28,2025-03-01 00:00:00,False
8026,P010,450.96,2025-02-28,2025-03-01 00:00:00,False
8027,P019,276.37,2025-02-28,2025-02-28 00:00:00,False
8028,P012,195.08,2025-02-28,2025-02-28 00:00:00,False
8029,P021,3755.35,2025-02-28,2025-03-01 00:00:00,False
8030,P001,1586.42,2025-02-28,2025-03-01 00:00:00,False
8031,P019,350.78,2025-02-28,2025-03-01 00:00:00,False
8032,P037,719.87,2025-02-28,2025-03-01 00:00:00,False
8033,P026,2471.08,2025-02-28,2025-03-01 00:00:00,False
8034,P012,168.27,2025-02-28,2025-03-01 00:00:00,False
8035,P009,1634.66,2025-02-28,2025-03-01 00:00:00,False
8036,P043,1139.25,2025-02-28,2025-03-03 00:00:00,False
8037,P026,2808.84,2025-03-01,2025-03-01 00:00:00,False
8038,P011,70.11,2025-03-01,2025-03-01 00:00:00,False
8039,P037,531.93,2025-03-01,2025-03-01 00:00:00,False
8040,P050,402.64,2025-03-01,2025-03-02 00:00:00,False
8041,P022,239.49,2025-03-01,2025-03-01 00:00:00,False
8042,P028,402.25,2025-03-01,2025-03-01 00:00:00,False
8043,P012,3076.43,2025-03-01,2025-03-01 00:00:00,False
8044,P031,2038.39,2025-03-01,2025-03-01 00:00:00,False
8045,P015,321.19,2025-03-01,2025-03-01 00:00:00,False
8046,P002,4620.39,2025-03-01,2025-03-01 00:00:00,False
8047,P040,344.69,2025-03-01,2025-03-01 00:00:00,False
8048,P023,167.87,2025-03-01,2025-03-01 00:00:00,False
8049,P029,1167.78,2025-03-01,2025-03-01 00:00:00,False
8050,P010,545.16,2025-03-01,2025-03-01 00:00:00,False
8051,P048,3741.46,2025-03-01,2025-03-01 00:00:00,False
8052,P002,3901.39,2025-03-01,2025-03-01 00:00:00,False
8053,P014,3105.38,2025-03-01,2025-03-01 00:00:00,False
8054,P007,315.87,2025-03-01,2025-03-01 00:00:00,False
8055,P035,2650.88,2025-03-01,2025-03-01 00:00:00,False
8056,P031,2923.62,2025-03-01,2025-03-01 00:00:00,False
8057,P012,331.63,2025-03-01,2025-03-01 00:00:00,False
8058,P028,559.17,2025-03-01,2025-03-01 00:00:00,False
8059,P023,2353.42,2025-03-01,2025-03-01 00:00:00,False
8060,P018,247.89,2025-03-01,2025-03-01 00:00:00,False
8061,P026,2912.56,2025-03-01,2025-03-01 00:00:00,False
8062,P040,219.92,2025-03-01,2025-03-01 00:00:00,False
8063,P010,3194.56,2025-03-01,2025-03-02 00:00:00,False
8064,P016,1710.45,2025-03-01,2025-03-01 00:00:00,False
8065,P021,394.14,2025-03-01,2025-03-01 00:00:00,False
8066,P027,1937.55,2025-03-01,2025-03-01 00:00:00,False
8067,P002,581.11,2025-03-01,2025-03-01 00:00:00,False
8068,P028,4726.53,2025-03-01,2025-03-01 00:00:00,False
8069,P035,374.27,2025-03-01,2025-03-01 00:00:00,False
8070,P040,333.04,2025-03-01,2025-03-01 00:00:00,False
8071,P016,286.06,2025-03-01,2025-03-01 00:00:00,False
8072,P001,1857.55,2025-03-01,2025-03-01 00:00:00,False
8073,P044,290.04,2025-03-01,2025-03-01 00:00:00,False
8074,P006,3078.95,2025-03-01,2025-03-01 00:00:00,False
8075,P026,2258.61,2025-03-01,2025-03-02 00:00:00,False
8076,P025,534.28,2025-03-01,2025-03-01 00:00:00,False
8077,P040,407.16,2025-03-01,2025-03-01 00:00:00,False
8078,P040,2082.57,2025-03-01,2025-03-01 00:00:00,False
8079,P030,373.38,2025-03-01,2025-03-01 00:00:00,False
8080,P003,182.72,2025-03-01,2025-03-01 00:00:00,False
8081,P021,293.22,2025-03-01,2025-03-01 00:00:00,False
8082,P042,2694.01,2025-03-01,2025-03-01 00:00:00,False
8083,P015,541.34,2025-03-01,2025-03-01 00:00:00,False
8084,P007,2555.26,2025-03-01,2025-03-01 00:00:00,False
8085,P018,320.61,2025-03-01,2025-03-01 00:00:00,False
8086,P016,232.67,2025-03-01,2025-03-01 00:00:00,False
8087,P036,386.52,2025-03-01,2025-03-01 00:00:00,False
8088,P019,429.54,2025-03-01,2025-03-01 00:00:00,False
8089,P025,2543.59,2025-03-01,2025-03-02 00:00:00,False
8090,P034,2391.06,2025-03-01,2025-03-01 00:00:00,False
8091,P042,1156.97,2025-03-01,2025-03-02 00:00:00,False
8092,P049,473.32,2025-03-01,2025-03-01 00:00:00,False
8093,P021,322.07,2025-03-01,2025-03-01 00:00:00,False
8094,P006,1202.04,2025-03-01,2025-03-01 00:00:00,False
8095,P033,1525.68,2025-03-01,2025-03-02 00:00:00,False
8096,P035,1379.5,2025-03-01,2025-03-01 00:00:00,False
8097,P008,960.35,2025-03-01,2025-03-01 00:00:00,False
8098,P027,2831.19,2025-03-01,2025-03-01 00:00:00,False
8099,P009,266.38,2025-03-01,2025-03-01 00:00:00,False
8100,P017,2879.43,2025-03-01,2025-03-01 00:00:00,False
8101,P018,2632.64,2025-03-01,2025-03-01 00:00:00,False
8102,P004,2998.62,2025-03-01,2025-03-01 00:00:00,False
8103,P031,192.67,2025-03-01,2025-03-01 00:00:00,False
8104,P003,1471.24,2025-03-01,2025-03-02 00:00:00,False
8105,P022,366.3,2025-03-01,2025-03-01 00:00:00,False
8106,P046,388.06,2025-03-01,2025-03-01 00:00:00,False
8107,P005,249.76,2025-03-01,2025-03-01 00:00:00,False
8108,P015,377.67,2025-03-01,2025-03-01 00:00:00,False
8109,P041,13.31,2025-03-01,2025-03-02 00:00:00,False
8110,P008,355.3,2025-03-01,2025-03-01 00:00:00,False
8111,P035,2247.2,2025-03-01,2025-03-01 00:00:00,False
8112,P047,1908.1,2025-03-01,2025-03-02 00:00:00,False
8113,P039,516.11,2025-03-01,2025-03-01 00:00:00,False
8114,P036,3332.69,2025-03-01,2025-03-02 00:00:00,False
8115,P002,536.77,2025-03-01,2025-03-02 00:00:00,False
8116,P007,335.11,2025-03-01,2025-03-01 00:00:00,False
8117,P009,2651.9,2025-03-01,2025-03-02 00:00:00,False
8118,P007,41.18,2025-03-01,2025-03-01 00:00:00,False
8119,P012,3951.82,2025-03-01,2025-03-02 00:00:00,False
8120,P011,409.35,2025-03-01,2025-03-01 00:00:00,False
8121,P001,28.46,2025-03-01,2025-03-01 00:00:00,False
8122,P022,317.17,2025-03-01,2025-03-01 00:00:00,False
8123,P035,203.73,2025-03-01,2025-03-01 00:00:00,False
8124,P046,4165.74,2025-03-01,2025-03-01 00:00:00,False
8125,P044,1459.91,2025-03-01,2025-03-02 00:00:00,False
8126,P016,3584.89,2025-03-01,2025-03-01 00:00:00,False
8127,P008,2677.71,2025-03-01,2025-03-01 00:00:00,False
8128,P016,2058.55,2025-03-01,2025-03-01 00:00:00,False
8129,P015,5279.59,2025-03-01,2025-03-02 00:00:00,False
8130,P022,37.64,2025-03-01,2025-03-01 00:00:00,False
8131,P029,1587.41,2025-03-01,2025-03-01 00:00:00,False
8132,P021,20.84,2025-03-01,2025-03-02 00:00:00,False
8133,P007,24.38,2025-03-01,2025-03-01 00:00:00,False
8134,P037,642.07,2025-03-01,2025-03-01 00:00:00,False
8135,P035,1109.09,2025-03-01,2025-03-01 00:00:00,False
8136,P040,2621.06,2025-03-01,2025-03-01 00:00:00,False
8137,P016,3448.16,2025-03-01,2025-03-01 00:00:00,False
8138,P028,348.32,2025-03-01,2025-03-01 00:00:00,False
8139,P032,2480.98,2025-03-01,2025-03-01 00:00:00,False
8140,P028,285.17,2025-03-01,2025-03-01 00:00:00,False
8141,P037,418.5,2025-03-01,2025-03-02 00:00:00,False
8142,P029,965.64,2025-03-01,2025-03-01 00:00:00,False
8143,P034,194.92,2025-03-01,2025-03-01 00:00:00,False
8144,P004,397.57,2025-03-01,2025-03-02 00:00:00,False
8145,P028,364.52,2025-03-01,2025-03-02 00:00:00,False
8146,P035,1.86,2025-03-01,2025-03-02 00:00:00,False
8147,P018,3662.02,2025-03-01,2025-03-03 00:00:00,False
8148,P030,24.76,2025-03-01,2025-03-02 00:00:00,False
8149,P049,3058.4,2025-03-01,2025-03-01 00:00:00,False
8150,P014,2496.28,2025-03-01,2025-03-02 00:00:00,False
8151,P019,2147.04,2025-03-01,2025-03-02 00:00:00,False
8152,P039,353.47,2025-03-01,2025-03-02 00:00:00,False
8153,P011,3188.77,2025-03-01,2025-03-02 00:00:00,False
8154,P040,449.55,2025-03-01,2025-03-01 00:00:00,False
8155,P027,225.0,2025-03-01,2025-03-01 00:00:00,False
8156,P008,2821.74,2025-03-01,2025-03-01 00:00:00,False
8157,P049,212.56,2025-03-01,2025-03-02 00:00:00,False
8158,P008,2329.13,2025-03-01,2025-03-02 00:00:00,False
8159,P023,1620.61,2025-03-01,2025-03-02 00:00:00,False
8160,P016,1636.79,2025-03-01,2025-03-02 00:00:00,False
8161,P034,1426.8,2025-03-01,2025-03-01 00:00:00,False
8162,P034,2988.06,2025-03-01,2025-03-02 00:00:00,False
8163,P046,2634.95,2025-03-01,2025-03-01 00:00:00,False
8164,P007,6373.87,2025-03-01,2025-03-02 00:00:00,False
8165,P031,196.76,2025-03-01,2025-03-03 00:00:00,False
8166,P013,2976.61,2025-03-01,2025-03-01 00:00:00,False
8167,P029,162.78,2025-03-01,2025-03-01 00:00:00,False
8168,P006,150.13,2025-03-01,2025-03-01 00:00:00,False
8169,P048,2533.71,2025-03-01,2025-03-02 00:00:00,False
8170,P040,399.82,2025-03-01,2025-03-02 00:00:00,False
8171,P022,279.59,2025-03-01,2025-03-02 00:00:00,False
8172,P001,2507.92,2025-03-01,2025-03-02 00:00:00,False
8173,P017,1865.38,2025-03-01,2025-03-02 00:00:00,False
8174,P006,210.16,2025-03-01,2025-03-02 00:00:00,False
8175,P013,3330.9,2025-03-01,2025-03-02 00:00:00,False
8176,P029,241.25,2025-03-01,2025-03-02 00:00:00,False
8177,P027,2729.98,2025-03-01,2025-03-02 00:00:00,False
8178,P005,5453.4,2025-03-01,2025-03-02 00:00:00,False
8179,P046,3247.56,2025-03-01,2025-03-02 00:00:00,False
8180,P032,2183.92,2025-03-01,2025-03-02 00:00:00,False
8181,P034,1835.6,2025-03-02,2025-03-02 00:00:00,False
8182,P015,477.59,2025-03-02,2025-03-02 00:00:00,False
8183,P042,3502.48,2025-03-02,2025-03-02 00:00:00,False
